id,text,start_offset,end_offset,label
14069,more songs like session one by eminem slaughterhouse,31,37,Artist_known
14069,more songs like session one by eminem slaughterhouse,38,52,WoA_deduced
14070,songs like kanyes new song violent crimes,11,17,Artist_known
14070,songs like kanyes new song violent crimes,27,41,WoA_deduced
14072,suggestions for fans of pharrell,24,32,Artist_known
14073,looking for vocals that are occasionally yelled with some voice cracking like modest mouse and the talking heads | no screamo | female vocals would be cool,78,90,Artist_deduced
14073,looking for vocals that are occasionally yelled with some voice cracking like modest mouse and the talking heads | no screamo | female vocals would be cool,95,112,Artist_deduced
14078,looking for something similar to the doom 2016 soundtrack,33,46,WoA_known
14079,im looking for artists similar to hobo johnson and dandelion hands artists that use spoken word,34,46,Artist_deduced
14079,im looking for artists similar to hobo johnson and dandelion hands artists that use spoken word,51,66,Artist_deduced
14080,there any other good 90s 2000s pop alternative rock bands like barenaked ladies,63,79,Artist_deduced
14086,something relaxing and kind of hollow like sebastien telliers look,43,61,Artist_known
14088,weird request based on meme remixes | neil cicierega,38,52,Artist_deduced
14089,songs similar to feels like summer | by donald glover,17,34,WoA_deduced
14089,songs similar to feels like summer | by donald glover,40,53,Artist_deduced
14090,looking for something as depeche modes black celebration,25,38,Artist_known
14090,looking for something as depeche modes black celebration,39,56,WoA_deduced
14091,watching stranger things and drive synthy suggestions,9,24,WoA_known
14093,band similar to mcafferty and hotel books,16,25,Artist_deduced
14093,band similar to mcafferty and hotel books,30,41,Artist_deduced
14095,really enjoyed the album pornography by the cure | anything similar,40,48,Artist_known
14095,really enjoyed the album pornography by the cure | anything similar,25,36,WoA_deduced
14103,music similar to cringe linkin parks remix album reanimation,24,36,Artist_known
14103,music similar to cringe linkin parks remix album reanimation,17,23,Artist_deduced
14103,music similar to cringe linkin parks remix album reanimation,49,60,WoA_deduced
14106,similar music to neros into the past,17,22,Artist_deduced
14106,similar music to neros into the past,23,36,WoA_deduced
14107,looking for bands similar to deez nuts hacktivist dvsr,29,38,Artist_deduced
14107,looking for bands similar to deez nuts hacktivist dvsr,39,49,Artist_deduced
14107,looking for bands similar to deez nuts hacktivist dvsr,50,54,Artist_deduced
14109,looking for any music similar to waterflame cant sleep,33,43,Artist_deduced
14109,looking for any music similar to waterflame cant sleep,44,54,WoA_deduced
14112,songs similar to yes to heaven by lana del rey,17,30,WoA_deduced
14112,songs similar to yes to heaven by lana del rey,34,46,Artist_known
14114,songs similar to napkins riz la vie,17,24,Artist_deduced
14114,songs similar to napkins riz la vie,25,35,WoA_deduced
14116,artists like this | otis taylor nasty letter,20,31,Artist_deduced
14116,artists like this | otis taylor nasty letter,32,44,Artist_or_WoA_deduced
14117,any suggestions for music similar to portico quartet,37,52,Artist_deduced
14119,songs like swallowing dust | or пыль глотаю,11,26,WoA_deduced
14119,songs like swallowing dust | or пыль глотаю,32,43,WoA_deduced
14120,looking for similar music like i dont miss you anymore by lisa ekdahl,31,54,WoA_deduced
14120,looking for similar music like i dont miss you anymore by lisa ekdahl,58,69,Artist_deduced
14121,something like tyler childers,15,29,Artist_deduced
14129,music like passenger side | smallpools,11,25,Artist_or_WoA_deduced
14129,music like passenger side | smallpools,28,38,Artist_or_WoA_deduced
14135,artists like rise against,13,25,Artist_known
14136,a music band like eluveitie,18,27,Artist_deduced
14141,im really into michael gira & swans and jeff mangum and neutral milk hotel | any other bands with fascinating frontmen with a truly unique sound to them,15,27,Artist_deduced
14141,im really into michael gira & swans and jeff mangum and neutral milk hotel | any other bands with fascinating frontmen with a truly unique sound to them,30,35,Artist_deduced
14141,im really into michael gira & swans and jeff mangum and neutral milk hotel | any other bands with fascinating frontmen with a truly unique sound to them,40,51,Artist_deduced
14141,im really into michael gira & swans and jeff mangum and neutral milk hotel | any other bands with fascinating frontmen with a truly unique sound to them,56,74,Artist_deduced
14142,crushed by a crush | any songs similar to these,0,7,WoA_deduced
14142,crushed by a crush | any songs similar to these,11,18,Artist_deduced
14150,what songs are similar to seventeen by sjowgren,26,35,WoA_deduced
14150,what songs are similar to seventeen by sjowgren,39,47,Artist_deduced
14153,can some one find something similar to somebody that i used to know by gotye and passionfruit by drake,39,67,WoA_known
14153,can some one find something similar to somebody that i used to know by gotye and passionfruit by drake,71,76,Artist_known
14153,can some one find something similar to somebody that i used to know by gotye and passionfruit by drake,81,93,WoA_known
14153,can some one find something similar to somebody that i used to know by gotye and passionfruit by drake,97,102,Artist_known
14154,looking for music similar to i wish by skee lo,29,35,WoA_deduced
14154,looking for music similar to i wish by skee lo,39,46,Artist_deduced
14158,similar artists to marilyn manson | other than nine inch nails,19,33,Artist_known
14158,similar artists to marilyn manson | other than nine inch nails,47,62,Artist_known
14163,i listen to everything from musical theater to rage against the machine so im not partial to genre just looking for songs that make you wanna dance sing along,47,71,Artist_known
14163,i listen to everything from musical theater to rage against the machine so im not partial to genre just looking for songs that make you wanna dance sing along,28,43,Artist_deduced
14164,songs similar to the chorus of kid cudis scott mescudi vs the world,31,40,Artist_deduced
14164,songs similar to the chorus of kid cudis scott mescudi vs the world,41,67,WoA_deduced
14168,songs artists similar to yeek steve lacy,25,29,WoA_deduced
14168,songs artists similar to yeek steve lacy,30,40,Artist_deduced
14170,looking for chain gang work songs,12,22,Artist_deduced
14171,something like joji,15,19,Artist_or_WoA_deduced
14177,еріс sоngs lіkе ваnk rоbbеrу рrоlоguе & brоthеrs іn аrms,16,37,WoA_deduced
14177,еріс sоngs lіkе ваnk rоbbеrу рrоlоguе & brоthеrs іn аrms,40,56,WoA_deduced
14178,music suggestions similar to old town road by lil nas x,29,42,WoA_deduced
14178,music suggestions similar to old town road by lil nas x,46,55,Artist_deduced
14179,looking for songs similar to the first 40ish seconds of onerepublics feel again,56,68,Artist_known
14179,looking for songs similar to the first 40ish seconds of onerepublics feel again,69,79,WoA_deduced
14181,bands that sound like the magnetic fields i dont want to get over you,22,41,Artist_deduced
14181,bands that sound like the magnetic fields i dont want to get over you,42,69,WoA_deduced
14185,songs similar to hey there delilah by the plain white ts,17,34,WoA_known
14185,songs similar to hey there delilah by the plain white ts,38,56,Artist_deduced
14192,looking for music similiar to jamiroquai,30,40,Artist_known
14193,songs like nandemonaiya | i dont care about the lyrics just the music is what i like | the powerful piano sound,11,23,WoA_deduced
14195,bradley coopers song in a star is born trailer,24,38,WoA_known
14195,bradley coopers song in a star is born trailer,0,20,WoA_deduced
14196,looking for minimalistic rhytmic music like sicario ost,44,51,WoA_known
14197,music like jon bellion,11,22,Artist_deduced
14198,music similar to maniac | netflix series,17,23,WoA_known
14207,what songs feel similar to i was feeling down i found a nice witch and were friends by in love with a ghost,87,107,Artist_deduced
14208,looking for a song like routainen maa | finnish song,24,37,WoA_deduced
14210,songs like free by rudimental or lost boy by ruth b | i like songs that tell stories,11,15,WoA_deduced
14210,songs like free by rudimental or lost boy by ruth b | i like songs that tell stories,19,29,Artist_deduced
14210,songs like free by rudimental or lost boy by ruth b | i like songs that tell stories,33,41,WoA_deduced
14210,songs like free by rudimental or lost boy by ruth b | i like songs that tell stories,45,51,Artist_deduced
14211,im a huge fan of the red hot chili peppers | what other artists might i like,17,42,Artist_known
14212,albums or bands in the style of the first gorillaz album,42,50,Artist_known
14213,looking for something similar to look at me now by electric light orchestra,33,47,WoA_deduced
14213,looking for something similar to look at me now by electric light orchestra,51,75,Artist_known
14216,stumbled upon some blues edm style stuff | things like make you feel good by zoogma and home by moontricks,55,73,WoA_deduced
14216,stumbled upon some blues edm style stuff | things like make you feel good by zoogma and home by moontricks,77,83,Artist_deduced
14216,stumbled upon some blues edm style stuff | things like make you feel good by zoogma and home by moontricks,88,92,WoA_deduced
14216,stumbled upon some blues edm style stuff | things like make you feel good by zoogma and home by moontricks,96,106,Artist_deduced
14218,similar songs to the hound and the fox by i the mighty,17,38,WoA_deduced
14218,similar songs to the hound and the fox by i the mighty,42,54,Artist_deduced
14219,female singers similar to lissie jess glynne or the pretty reckless,48,67,Artist_deduced
14219,female singers similar to lissie jess glynne or the pretty reckless,26,37,Artist_deduced
14219,female singers similar to lissie jess glynne or the pretty reckless,38,44,Artist_deduced
14221,oloff stomach sound,0,5,Artist_deduced
14221,oloff stomach sound,6,19,WoA_deduced
14222,i cant listen to anything but they might be giants | help,30,50,Artist_or_WoA_deduced
14224,suggest for me music like the violin cello start of this florence + the machine concert,57,79,Artist_known
14228,just got into blonde redhead,14,28,Artist_or_WoA_deduced
14230,songs similar to pisces by jinjer please,17,23,WoA_deduced
14230,songs similar to pisces by jinjer please,27,33,Artist_deduced
14232,season by ghost halo,0,6,WoA_deduced
14232,season by ghost halo,10,20,Artist_deduced
14236,are there any rappers that are spiritual successors to eminem,55,61,Artist_known
14239,any songs similar to this one | whats a girl to do by fatima yamaha,32,50,WoA_deduced
14239,any songs similar to this one | whats a girl to do by fatima yamaha,54,67,Artist_deduced
14241,dark indie artists playlists like banks lo fang chaos chaos and josef salvat,64,76,Artist_known
14241,dark indie artists playlists like banks lo fang chaos chaos and josef salvat,34,47,Artist_deduced
14241,dark indie artists playlists like banks lo fang chaos chaos and josef salvat,48,59,Artist_deduced
14242,songs similar to me and your mama,17,33,WoA_deduced
14246,songs or playlist similar to young by frankie cosmos,29,34,WoA_deduced
14246,songs or playlist similar to young by frankie cosmos,38,52,Artist_deduced
14247,music like vaporwave thats not vaporwave,11,20,WoA_deduced
14248,man on fire | relax,0,11,Artist_or_WoA_deduced
14249,suggest similar type of music as ennio morricones,33,49,Artist_known
14253,songs with the same vibe as midnas desperate hour,28,34,Artist_deduced
14253,songs with the same vibe as midnas desperate hour,35,49,WoA_deduced
14257,looking for songs similar to tonight is the night i die,29,55,WoA_deduced
14258,what songs are similar to death letter and little bird by the white stripes,26,54,WoA_deduced
14258,what songs are similar to death letter and little bird by the white stripes,58,75,Artist_known
14259,songs like i talk to the wind by king crimson,11,29,WoA_deduced
14259,songs like i talk to the wind by king crimson,33,45,Artist_deduced
14265,im addicted to jesse james | recommend music that fits this kind of content,15,26,Artist_or_WoA_deduced
14266,simba shan sixteen ft prince apollo,0,10,Artist_deduced
14266,simba shan sixteen ft prince apollo,11,18,WoA_deduced
14266,simba shan sixteen ft prince apollo,22,35,Artist_deduced
14267,artists similar to steel drivers,19,32,Artist_deduced
14272,teenage wrist dweeb,0,13,WoA_deduced
14272,teenage wrist dweeb,14,19,Artist_deduced
14273,songs like hit this hard post malone,11,24,WoA_deduced
14273,songs like hit this hard post malone,25,36,Artist_deduced
14274,songs like styxs renegade,11,16,Artist_deduced
14274,songs like styxs renegade,17,25,WoA_deduced
14278,any recommendations for songs like the segundo romance album by luis miguel,35,54,WoA_deduced
14278,any recommendations for songs like the segundo romance album by luis miguel,64,75,Artist_deduced
14281,indian songs like cheshme man by dariush,18,29,WoA_deduced
14281,indian songs like cheshme man by dariush,33,40,Artist_deduced
14282,painful metal vocals like hard volume,26,37,WoA_deduced
14284,suggest me a genre playlist anything that sounds like ariana grandes vocals on calvin hariss heatstroke,54,68,Artist_known
14284,suggest me a genre playlist anything that sounds like ariana grandes vocals on calvin hariss heatstroke,79,92,Artist_known
14285,stoic one note style artists,6,14,Artist_known
14286,victory is won santana,0,14,WoA_deduced
14286,victory is won santana,15,22,Artist_known
14288,looking for music that sounds like redlines ost,35,43,WoA_deduced
14291,i need more absolute bangers like,12,28,Artist_or_WoA_deduced
14293,more music like zach callisons a picture perfect hollywood heartbreak | sad stuff,16,30,Artist_deduced
14293,more music like zach callisons a picture perfect hollywood heartbreak | sad stuff,31,69,WoA_deduced
14295,songs like r kellys trapped in the closet long story telling songs with lots of twists | any genre,11,19,Artist_known
14295,songs like r kellys trapped in the closet long story telling songs with lots of twists | any genre,20,41,WoA_deduced
14299,artists like tyler the creator,13,30,Artist_deduced
14304,music similar to faun | medieval themed music,17,21,Artist_deduced
14305,looking for similar songs to better give u up fkj,29,45,WoA_deduced
14305,looking for similar songs to better give u up fkj,46,49,Artist_deduced
14306,looking for something low and melancholic like is there anybody out there by pink floyd or no quarter by led zeppelin,47,73,WoA_deduced
14306,looking for something low and melancholic like is there anybody out there by pink floyd or no quarter by led zeppelin,77,87,Artist_known
14306,looking for something low and melancholic like is there anybody out there by pink floyd or no quarter by led zeppelin,91,101,WoA_deduced
14306,looking for something low and melancholic like is there anybody out there by pink floyd or no quarter by led zeppelin,105,117,Artist_known
14307,jackal empathy | anar remix,0,6,Artist_deduced
14307,jackal empathy | anar remix,7,14,WoA_deduced
14307,jackal empathy | anar remix,17,21,Artist_deduced
14309,looking for songs like when u love somebody by the fruit bats,22,43,WoA_deduced
14309,looking for songs like when u love somebody by the fruit bats,47,61,Artist_deduced
14310,the fall of troy gouge away and ambient synthy stuff,0,16,Artist_or_WoA_deduced
14310,the fall of troy gouge away and ambient synthy stuff,17,27,Artist_or_WoA_deduced
14313,songs suzie q by ccr with those kinds of guitar riffs,6,13,WoA_deduced
14313,songs suzie q by ccr with those kinds of guitar riffs,17,20,Artist_deduced
14315,songs similar to eu4 guns drums and steel soundtrack,17,41,WoA_deduced
14316,zero 7 in the waiting line,0,6,Artist_deduced
14316,zero 7 in the waiting line,7,26,WoA_deduced
14318,just discovered cat power | if i like these songs which of her other songs will i like,16,25,Artist_deduced
14320,a song similar to elvis presleys love me,18,32,Artist_known
14320,a song similar to elvis presleys love me,33,40,WoA_known
14325,something like tool and pink floyd,15,19,Artist_deduced
14325,something like tool and pink floyd,24,34,Artist_known
14326,looking for songs like who i am sim simma by beanie man,23,41,WoA_deduced
14326,looking for songs like who i am sim simma by beanie man,45,55,Artist_deduced
14329,mausoleums gyre,0,10,Artist_or_WoA_deduced
14329,mausoleums gyre,11,15,Artist_or_WoA_deduced
14330,melancholia doom music like trees of eternity,28,45,Artist_or_WoA_deduced
14333,songs similar to cold as ice by mop | or good times by styles p,17,28,WoA_deduced
14333,songs similar to cold as ice by mop | or good times by styles p,32,35,Artist_deduced
14333,songs similar to cold as ice by mop | or good times by styles p,41,51,WoA_deduced
14333,songs similar to cold as ice by mop | or good times by styles p,55,63,Artist_deduced
14336,similar albums in style to labi siffre remember my song,27,38,Artist_deduced
14336,similar albums in style to labi siffre remember my song,39,55,WoA_deduced
14337,frenzied music like this,0,8,Artist_or_WoA_deduced
14339,slipknot xix looking for similar,0,8,Artist_known
14339,slipknot xix looking for similar,9,12,WoA_deduced
14341,looking for song suggestions similar to rezz edge tipper cubic squeal or jade cicada speaking in tongues that isnt one of these artists,40,56,Artist_or_WoA_deduced
14341,looking for song suggestions similar to rezz edge tipper cubic squeal or jade cicada speaking in tongues that isnt one of these artists,57,69,Artist_or_WoA_deduced
14341,looking for song suggestions similar to rezz edge tipper cubic squeal or jade cicada speaking in tongues that isnt one of these artists,73,84,Artist_deduced
14343,which eminem album is the best in your opinion,6,12,Artist_known
14345,songs similar to civilization v gods and kings theme by geoff knorr and michael curran,17,46,WoA_known
14345,songs similar to civilization v gods and kings theme by geoff knorr and michael curran,56,67,Artist_deduced
14345,songs similar to civilization v gods and kings theme by geoff knorr and michael curran,72,86,Artist_deduced
14349,what genre is underneath the lovely london sky,14,46,WoA_deduced
14350,songs angry sad and spiteful like the mountain goats no children,34,52,Artist_deduced
14350,songs angry sad and spiteful like the mountain goats no children,53,64,WoA_deduced
14352,suggest music like urn by childish gambino especially like the first 35 40 seconds,19,22,WoA_deduced
14352,suggest music like urn by childish gambino especially like the first 35 40 seconds,26,42,Artist_deduced
14353,looking for rock study music mogwai but not mogwai,29,35,Artist_known
14353,looking for rock study music mogwai but not mogwai,44,50,Artist_known
14354,suggestions for cello music similar to light of the seven by ramin djawadi,39,57,WoA_deduced
14354,suggestions for cello music similar to light of the seven by ramin djawadi,61,74,Artist_deduced
14355,looking for music like this baths song | ocean death | maybe club music idm,28,33,Artist_deduced
14355,looking for music like this baths song | ocean death | maybe club music idm,41,52,Artist_or_WoA_deduced
14359,looking for songs similar to cantara by dead can dance,29,36,WoA_deduced
14359,looking for songs similar to cantara by dead can dance,40,54,Artist_deduced
14360,albums musicians songs similar to the album the golden age of apocalypse by thundercat,44,72,WoA_deduced
14360,albums musicians songs similar to the album the golden age of apocalypse by thundercat,76,86,Artist_deduced
14362,music similar to lowercase,17,26,Artist_or_WoA_deduced
14365,jhashuah rolling stone | remix,0,8,WoA_deduced
14365,jhashuah rolling stone | remix,9,22,Artist_known
14372,any songs similar to shut eye by stealing sheep willow by jasmine or somewhere only we know my,21,29,WoA_deduced
14372,any songs similar to shut eye by stealing sheep willow by jasmine or somewhere only we know my,33,47,Artist_deduced
14372,any songs similar to shut eye by stealing sheep willow by jasmine or somewhere only we know my,48,54,WoA_deduced
14372,any songs similar to shut eye by stealing sheep willow by jasmine or somewhere only we know my,58,65,Artist_deduced
14372,any songs similar to shut eye by stealing sheep willow by jasmine or somewhere only we know my,69,91,WoA_known
14374,looking for songs like catastrophe brennan savage,23,34,WoA_deduced
14374,looking for songs like catastrophe brennan savage,35,49,Artist_deduced
14376,similar to epik high,11,20,Artist_or_WoA_deduced
14377,rap songs like percs by denzel curry,15,20,WoA_deduced
14377,rap songs like percs by denzel curry,24,36,Artist_deduced
14379,rob thomas little wonders recomendations,0,10,Artist_or_WoA_deduced
14379,rob thomas little wonders recomendations,11,25,Artist_or_WoA_deduced
14380,more songs like all for us by labrinth,16,26,WoA_deduced
14380,more songs like all for us by labrinth,30,38,Artist_deduced
14381,wanting suggestion on music like you are entering into another world fairyland peaceful kingdom etc with flutes that sort of thing,69,78,WoA_deduced
14381,wanting suggestion on music like you are entering into another world fairyland peaceful kingdom etc with flutes that sort of thing,79,95,WoA_deduced
14382,the internet hold on,0,12,Artist_deduced
14382,the internet hold on,13,20,WoA_deduced
14383,any bands similar to alvvays and pixies,21,28,Artist_deduced
14383,any bands similar to alvvays and pixies,33,39,Artist_deduced
14387,any suggestions for songs similar too the ending credits song from bojack horseman,67,82,WoA_known
14388,anything like machine girl,14,26,Artist_or_WoA_deduced
14390,never heard something similar to lcd soundsystem,33,48,Artist_known
14392,suggest me more artist like jackson c frank and sibylle baier,28,43,Artist_deduced
14392,suggest me more artist like jackson c frank and sibylle baier,48,61,Artist_deduced
14394,something with a similar feel kinda atmospheric to natalie taylor i want it all,51,65,Artist_deduced
14394,something with a similar feel kinda atmospheric to natalie taylor i want it all,66,79,WoA_deduced
14398,songs similar to the sun iii by snakadaktal,17,28,WoA_deduced
14398,songs similar to the sun iii by snakadaktal,32,43,Artist_deduced
14402,looking for a rapper smooth and lyrically consistent like notorious big,58,71,Artist_known
14403,looking for a song like darkthrone quintessence,35,47,Artist_or_WoA_deduced
14403,looking for a song like darkthrone quintessence,24,34,Artist_or_WoA_deduced
14404,more songs like handsome boy modelling school ive been thinkin,16,28,Artist_or_WoA_deduced
14404,more songs like handsome boy modelling school ive been thinkin,29,45,WoA_deduced
14404,more songs like handsome boy modelling school ive been thinkin,46,62,WoA_deduced
14406,any songs like im sorry we lied by blood orange,15,31,WoA_deduced
14406,any songs like im sorry we lied by blood orange,35,47,Artist_deduced
14410,are there songs that sound similar to the intro of my right by screeching weasel,51,59,WoA_deduced
14410,are there songs that sound similar to the intro of my right by screeching weasel,63,80,Artist_deduced
14414,rock album book club,11,20,Artist_or_WoA_deduced
14422,albums like dreaming out loud by one republic,12,29,WoA_deduced
14422,albums like dreaming out loud by one republic,33,45,Artist_known
14423,looking for more peaceful acoustic guitar songs like bron yr aur by led zeppelin or orchid by black sabbath,53,64,WoA_deduced
14423,looking for more peaceful acoustic guitar songs like bron yr aur by led zeppelin or orchid by black sabbath,68,80,Artist_known
14423,looking for more peaceful acoustic guitar songs like bron yr aur by led zeppelin or orchid by black sabbath,84,90,WoA_deduced
14423,looking for more peaceful acoustic guitar songs like bron yr aur by led zeppelin or orchid by black sabbath,94,107,Artist_known
14425,charlie marhendrix popdelic wonderland,0,18,Artist_deduced
14425,charlie marhendrix popdelic wonderland,18,38,WoA_deduced
14426,looking for music with a similar sound to i wanna be adored by the stone roses,42,59,WoA_deduced
14426,looking for music with a similar sound to i wanna be adored by the stone roses,63,78,Artist_deduced
14428,music like rush blind guardian ronnie james dio pink floyd the doors,11,30,Artist_deduced
14428,music like rush blind guardian ronnie james dio pink floyd the doors,31,43,Artist_deduced
14428,music like rush blind guardian ronnie james dio pink floyd the doors,44,47,Artist_deduced
14428,music like rush blind guardian ronnie james dio pink floyd the doors,48,58,Artist_known
14428,music like rush blind guardian ronnie james dio pink floyd the doors,58,68,Artist_known
14434,instrumental piano music similar to jerry martins the sims build music,36,49,Artist_deduced
14434,instrumental piano music similar to jerry martins the sims build music,50,58,WoA_known
14438,looking for a band like nothing more soilwork textures or volumes | or a band like wagakki band,83,95,Artist_deduced
14438,looking for a band like nothing more soilwork textures or volumes | or a band like wagakki band,24,36,Artist_deduced
14438,looking for a band like nothing more soilwork textures or volumes | or a band like wagakki band,37,45,Artist_deduced
14438,looking for a band like nothing more soilwork textures or volumes | or a band like wagakki band,46,65,Artist_deduced
14443,is there any other songs like this you may want to recommend to me | its just a cold rainy night type feel,69,96,WoA_deduced
14446,instrumental orchestral movie scores similar the first half of all my life by the staves,63,74,WoA_deduced
14446,instrumental orchestral movie scores similar the first half of all my life by the staves,78,88,Artist_deduced
14447,songs like spin me right round | like a record,11,30,WoA_deduced
14449,can you recommend something similar to this song of durin a cappella complete edition clamavi de profundis,52,57,Artist_deduced
14449,can you recommend something similar to this song of durin a cappella complete edition clamavi de profundis,86,106,WoA_deduced
14452,soundtrack similar to chicago,22,29,WoA_known
14453,english alternative rock electro songs suggestions | mukka russian band,53,71,Artist_deduced
14455,music similar to omicide by vast,17,24,WoA_deduced
14455,music similar to omicide by vast,28,32,Artist_deduced
14457,softer songs sung by traditionally rock vocalists harsher voices with minimal instruments eg | lead me out of the dark,95,118,WoA_deduced
14459,kody lavigne no room,0,12,Artist_deduced
14459,kody lavigne no room,13,20,WoA_deduced
14461,found a song by yoko kanno i absolutely love but i cant find anything similar any suggestions,16,26,Artist_deduced
14464,waiting on the world to change john mayer | acoustic cover,31,41,Artist_known
14464,waiting on the world to change john mayer | acoustic cover,0,30,WoA_deduced
14465,sik world i dont even know,0,9,Artist_deduced
14465,sik world i dont even know,10,26,WoA_deduced
14466,songs like dance little liar by arctic monkeys,11,28,WoA_deduced
14466,songs like dance little liar by arctic monkeys,32,46,Artist_known
14467,looking for songs similar to your future is not mine from adidas commercial,29,52,WoA_deduced
14467,looking for songs similar to your future is not mine from adidas commercial,58,75,WoA_known
14468,similar songs to look away by big country,17,26,WoA_deduced
14468,similar songs to look away by big country,30,41,Artist_deduced
14469,au bar des suicides pierre lapointe,0,19,WoA_deduced
14469,au bar des suicides pierre lapointe,20,35,Artist_deduced
14470,looking for more melodic dark music like dodies darker music,41,47,Artist_or_WoA_deduced
14471,song like anderson paak come down,10,23,Artist_deduced
14471,song like anderson paak come down,24,33,WoA_deduced
14472,anything similar to una lady como tú by manuel torizo,20,36,WoA_deduced
14472,anything similar to una lady como tú by manuel torizo,40,53,Artist_deduced
14474,similar music artist song to plastic heart nostalghia | john wick 2 soundtrack,56,67,WoA_known
14474,similar music artist song to plastic heart nostalghia | john wick 2 soundtrack,29,53,WoA_deduced
14475,i discovered this song when love was born by one voice childrens choir the other day and it has been in repeat in my playlist since then,23,41,WoA_deduced
14475,i discovered this song when love was born by one voice childrens choir the other day and it has been in repeat in my playlist since then,45,70,Artist_deduced
14477,music that sounds like slowdive,23,31,Artist_or_WoA_deduced
14478,i need a song similar to young mc know how that has spanish lyrics,25,33,Artist_deduced
14478,i need a song similar to young mc know how that has spanish lyrics,34,42,WoA_deduced
14481,im looking for music similar to the eichenwalde loading theme from overwatch,32,47,WoA_deduced
14481,im looking for music similar to the eichenwalde loading theme from overwatch,67,76,WoA_known
14483,music like the birds of prey soundtrack,11,28,WoA_deduced
14488,songs that have an irresistible syncopated hook like timbalands get your freak on and ugly,53,63,Artist_known
14488,songs that have an irresistible syncopated hook like timbalands get your freak on and ugly,64,90,WoA_deduced
14489,any suggestions for someone who likes the intro of narcos,51,57,WoA_known
14491,looking for songs like thousand foot krutch be somebody,23,43,Artist_deduced
14491,looking for songs like thousand foot krutch be somebody,44,55,WoA_deduced
14494,gianni dibernardo summers mine,0,17,Artist_deduced
14494,gianni dibernardo summers mine,18,30,WoA_deduced
14496,do you know anything like mgmt m83 thats bouncy has a good bass and is kinda groovy,26,30,Artist_known
14496,do you know anything like mgmt m83 thats bouncy has a good bass and is kinda groovy,31,34,Artist_known
14498,k1aus one love,0,5,Artist_deduced
14498,k1aus one love,6,14,WoA_deduced
14502,songs similar to square hammer by ghost,17,30,WoA_deduced
14502,songs similar to square hammer by ghost,34,39,Artist_deduced
14503,looking for similar songs like moonbeam step into my world,31,39,Artist_deduced
14503,looking for similar songs like moonbeam step into my world,40,58,WoA_deduced
14504,i like mgmt and lana del rey they both are really relaxing for me | what else would you suggest,7,11,Artist_known
