id,text,start_offset,end_offset,label
13485,songs similar to i took a pill in ibiza seeb remix in the middle dj snake lush life zara larsson be the one | dua lipa,40,44,Artist_deduced
13485,songs similar to i took a pill in ibiza seeb remix in the middle dj snake lush life zara larsson be the one | dua lipa,51,64,WoA_deduced
13485,songs similar to i took a pill in ibiza seeb remix in the middle dj snake lush life zara larsson be the one | dua lipa,65,73,Artist_deduced
13485,songs similar to i took a pill in ibiza seeb remix in the middle dj snake lush life zara larsson be the one | dua lipa,74,83,WoA_deduced
13485,songs similar to i took a pill in ibiza seeb remix in the middle dj snake lush life zara larsson be the one | dua lipa,84,96,Artist_deduced
13485,songs similar to i took a pill in ibiza seeb remix in the middle dj snake lush life zara larsson be the one | dua lipa,97,107,WoA_deduced
13485,songs similar to i took a pill in ibiza seeb remix in the middle dj snake lush life zara larsson be the one | dua lipa,110,118,Artist_known
13486,any modern bands from 2010s inspired by curve with a female vocalist faster pop rock hooks soaring choruses and atmospheric wall of guitars,40,45,Artist_deduced
13488,looking for songs like drunk walk home by mitski,23,38,WoA_deduced
13488,looking for songs like drunk walk home by mitski,42,48,Artist_deduced
13492,songs perfect for guardians of the galaxy,18,41,WoA_known
13494,something like ten feet by curio,15,23,WoA_deduced
13494,something like ten feet by curio,27,32,Artist_deduced
13495,songs like spottieottiedopaliscious by outcast,11,35,WoA_deduced
13495,songs like spottieottiedopaliscious by outcast,39,46,Artist_known
13496,songs like gnaw by alex g,11,15,WoA_deduced
13496,songs like gnaw by alex g,19,25,Artist_deduced
13501,lindécis soulful chill remix,0,8,Artist_deduced
13501,lindécis soulful chill remix,9,16,WoA_deduced
13505,similar relaxing tunes to post malone psycho,26,37,Artist_known
13505,similar relaxing tunes to post malone psycho,38,44,WoA_deduced
13506,any songs like milky chance running,15,27,WoA_deduced
13508,music like little lion man by mumford & sons,11,26,WoA_deduced
13508,music like little lion man by mumford & sons,30,44,Artist_deduced
13510,similar to 6 underground by sneaker pimps,11,24,WoA_deduced
13510,similar to 6 underground by sneaker pimps,28,41,Artist_deduced
13511,what are some other artists like bishop gunn,33,44,Artist_deduced
13512,songs that have the same feeling as this must be the place | naive melody,36,58,WoA_known
13514,looking for something to listen to like westworld soundtrack,40,49,WoA_deduced
13517,explosive tracks for hiit,21,25,WoA_deduced
13518,songs similar to just my imagination by the temptations,17,36,WoA_deduced
13518,songs similar to just my imagination by the temptations,40,55,Artist_deduced
13519,something like m2us magnolia without the dubstep,15,28,WoA_deduced
13524,request songs like perry comos anema e core | mediterranean love sentimental music,19,30,Artist_deduced
13524,request songs like perry comos anema e core | mediterranean love sentimental music,31,43,WoA_deduced
13526,noob here who loves 39 drift away hotel california suggest me some songs and especially bands,20,33,WoA_deduced
13526,noob here who loves 39 drift away hotel california suggest me some songs and especially bands,34,50,WoA_known
13528,looking for music similar to waves by the bahamas,29,34,WoA_deduced
13528,looking for music similar to waves by the bahamas,38,49,Artist_deduced
13530,like daydreaming from a moon shaped pool by radiohead,5,40,WoA_deduced
13530,like daydreaming from a moon shaped pool by radiohead,44,53,Artist_known
13532,female rap grime drill artists over the age of 30 | like lady leshurr or sa roc,57,69,Artist_deduced
13532,female rap grime drill artists over the age of 30 | like lady leshurr or sa roc,73,79,Artist_deduced
13533,looking for more songs similar in concept to yesterday by the beatles,45,54,WoA_known
13533,looking for more songs similar in concept to yesterday by the beatles,58,69,Artist_known
13534,looking for songs like the alternative stranger from skrillex,27,47,WoA_deduced
13534,looking for songs like the alternative stranger from skrillex,53,61,Artist_known
13539,solos like slip away by mad season,11,20,WoA_deduced
13539,solos like slip away by mad season,24,34,Artist_deduced
13542,similar to in this moment or pretty reckless,11,25,WoA_deduced
13542,similar to in this moment or pretty reckless,29,44,WoA_deduced
13544,looking for songs similar to shes gone away by nin,29,43,WoA_deduced
13544,looking for songs similar to shes gone away by nin,47,50,Artist_deduced
13547,electronic featuring low hymn chant similar to background in childish gambinos bonfire,61,78,Artist_known
13547,electronic featuring low hymn chant similar to background in childish gambinos bonfire,79,86,WoA_deduced
13549,songs where youre not sure if you should trust the artists statement like blacks wonderful life lou reeds perfect day and coldplays dont panic | we live in a beautiful world,74,80,Artist_deduced
13549,songs where youre not sure if you should trust the artists statement like blacks wonderful life lou reeds perfect day and coldplays dont panic | we live in a beautiful world,81,95,WoA_deduced
13549,songs where youre not sure if you should trust the artists statement like blacks wonderful life lou reeds perfect day and coldplays dont panic | we live in a beautiful world,96,105,Artist_known
13549,songs where youre not sure if you should trust the artists statement like blacks wonderful life lou reeds perfect day and coldplays dont panic | we live in a beautiful world,106,117,WoA_deduced
13549,songs where youre not sure if you should trust the artists statement like blacks wonderful life lou reeds perfect day and coldplays dont panic | we live in a beautiful world,122,131,Artist_known
13549,songs where youre not sure if you should trust the artists statement like blacks wonderful life lou reeds perfect day and coldplays dont panic | we live in a beautiful world,132,143,WoA_deduced
13551,looking for songs genre with a similar beat to the end of nursery bbno$,58,71,WoA_deduced
13552,songs like say it aint so by weezer,15,25,WoA_deduced
13552,songs like say it aint so by weezer,29,35,Artist_deduced
13554,looking for songs like yoe mase ptsd,23,36,WoA_deduced
13555,music like morrissey and the smiths,11,20,Artist_deduced
13555,music like morrissey and the smiths,25,35,Artist_known
13556,song similar to the first minute of bad guy by billie eilish,36,43,WoA_deduced
13556,song similar to the first minute of bad guy by billie eilish,47,60,Artist_known
13558,bands like the main squeeze tauk,11,32,Artist_deduced
13559,something like roderick porter baby,15,23,Artist_deduced
13559,something like roderick porter baby,24,35,WoA_deduced
13564,music similar to morphine robocobra quartett | featuring elements like saxophone prominent bass,17,44,Artist_deduced
13565,songs similar to these couple house songs | who loves the sun electricity stay,44,62,WoA_deduced
13565,songs similar to these couple house songs | who loves the sun electricity stay,62,78,WoA_deduced
13568,albums that are similar to white pony by deftones or devil and god are raging inside me by brand new,27,37,WoA_deduced
13568,albums that are similar to white pony by deftones or devil and god are raging inside me by brand new,41,49,Artist_deduced
13568,albums that are similar to white pony by deftones or devil and god are raging inside me by brand new,53,87,WoA_deduced
13568,albums that are similar to white pony by deftones or devil and god are raging inside me by brand new,91,100,Artist_deduced
13569,know any glitchy songs like virtual self particle ants,28,54,WoA_deduced
13570,any chill psychedelic dnb like photek,31,37,Artist_deduced
13573,songs similar to the brothers brights awake o sleeper,17,53,WoA_deduced
13574,something similar to of monsters and men,21,40,WoA_deduced
13577,looking for music similar to this lost boys banger,33,50,WoA_deduced
13578,anything similar to no church in the wild,20,41,WoA_deduced
13582,songs similar to 16 by highly suspect,17,19,WoA_deduced
13582,songs similar to 16 by highly suspect,23,37,Artist_deduced
13586,songs like devil devil by milck or prom queen by molly kate kestner,11,22,WoA_deduced
13586,songs like devil devil by milck or prom queen by molly kate kestner,26,31,Artist_deduced
13586,songs like devil devil by milck or prom queen by molly kate kestner,35,45,WoA_deduced
13586,songs like devil devil by milck or prom queen by molly kate kestner,49,67,Artist_deduced
13588,music similar to capital cities,17,31,Artist_deduced
13589,looking for something similar to the first 35 seconds of help im alive by metric,62,70,WoA_deduced
13589,looking for something similar to the first 35 seconds of help im alive by metric,74,80,Artist_deduced
13590,music similar to this you and me and jack willing to give gold if i there are some good suggestions mark engel in general,22,49,WoA_deduced
13590,music similar to this you and me and jack willing to give gold if i there are some good suggestions mark engel in general,49,67,WoA_deduced
13590,music similar to this you and me and jack willing to give gold if i there are some good suggestions mark engel in general,100,110,Artist_deduced
13591,music similar to khaen whims,17,28,Artist_deduced
13592,bands like mindless self indulgence,11,35,Artist_deduced
13599,songs similar to january by verzache,17,24,WoA_deduced
13599,songs similar to january by verzache,28,36,Artist_deduced
13601,looking for female pop music similar to taylor swift reputation and maybe something like dua lipa,40,52,Artist_known
13601,looking for female pop music similar to taylor swift reputation and maybe something like dua lipa,53,63,WoA_deduced
13601,looking for female pop music similar to taylor swift reputation and maybe something like dua lipa,89,97,Artist_deduced
13606,songs similar to woodstock by jon bellion or the less i know the better by tame impala,17,26,WoA_deduced
13606,songs similar to woodstock by jon bellion or the less i know the better by tame impala,30,41,WoA_deduced
13606,songs similar to woodstock by jon bellion or the less i know the better by tame impala,45,71,WoA_deduced
13606,songs similar to woodstock by jon bellion or the less i know the better by tame impala,75,86,Artist_known
13611,can you recommend musicians like fka twigs,33,42,Artist_known
13614,songs sounds like drive by by lil peep,18,23,WoA_deduced
13614,songs sounds like drive by by lil peep,30,38,Artist_known
13616,if i like willie colon la murga what else will i like,10,22,Artist_deduced
13616,if i like willie colon la murga what else will i like,23,31,WoA_deduced
13617,looking for songs that sound like kiwi by harry styles,34,38,WoA_known
13617,looking for songs that sound like kiwi by harry styles,42,54,Artist_known
13618,similar song to together martin garrix and let me feel nicky romero&vicetone,16,24,WoA_deduced
13618,similar song to together martin garrix and let me feel nicky romero&vicetone,25,38,Artist_known
13618,similar song to together martin garrix and let me feel nicky romero&vicetone,43,54,WoA_deduced
13618,similar song to together martin garrix and let me feel nicky romero&vicetone,55,67,Artist_known
13618,similar song to together martin garrix and let me feel nicky romero&vicetone,68,76,Artist_deduced
13693,songs like amour plastique,11,26,WoA_deduced
13622,songs similar to dont stay by x ambassadors,17,26,WoA_deduced
13622,songs similar to dont stay by x ambassadors,30,43,Artist_deduced
13626,looking for some songs similar to elephant sebastian wibe,34,42,WoA_deduced
13626,looking for some songs similar to elephant sebastian wibe,43,57,Artist_deduced
13627,music similar to troy baker,17,27,Artist_deduced
13628,playlist dedicated to songs similar in feel and vibe than the smiths any suggestions | and what do you think,58,68,Artist_known
13629,suggestions for j cole,16,22,Artist_known
13635,something like the hives,15,24,Artist_deduced
13639,songs like felix cartal and lights love me,11,23,WoA_deduced
13639,songs like felix cartal and lights love me,28,42,WoA_deduced
13641,songs like danse macabre by the oh hellos,11,24,WoA_deduced
13641,songs like danse macabre by the oh hellos,28,41,Artist_deduced
13642,bands similar to trudy and the romance,17,38,Artist_deduced
13649,songs like the mini ladds remix,15,25,WoA_deduced
13658,share music or artists similar to kashiwa daisuke,34,49,Artist_deduced
13660,similar to chris stapleton or first aid kit,11,26,Artist_deduced
13660,similar to chris stapleton or first aid kit,29,43,Artist_deduced
13662,songs like muse plug in baby,11,15,Artist_known
13662,songs like muse plug in baby,16,28,WoA_deduced
13665,looking for something similar to snowy white midnight blues,33,59,WoA_deduced
13666,looking for english light rock bands similar to keytalk and gogovanillas,48,55,Artist_deduced
13666,looking for english light rock bands similar to keytalk and gogovanillas,60,72,Artist_deduced
13667,looking for bands or artists like lana del rey the weeknd joji and hozier,34,46,Artist_known
13667,looking for bands or artists like lana del rey the weeknd joji and hozier,47,57,Artist_known
13667,looking for bands or artists like lana del rey the weeknd joji and hozier,58,73,Artist_known
13668,songs with a vibe like nevermind by leonard cohen,23,32,WoA_deduced
13668,songs with a vibe like nevermind by leonard cohen,36,49,Artist_deduced
13670,any bands with songs similar in style to paris by the chainsmokers,41,46,WoA_known
13670,any bands with songs similar in style to paris by the chainsmokers,50,66,Artist_known
13675,prog metal like seventh son and operation mind crime,16,27,Artist_deduced
13675,prog metal like seventh son and operation mind crime,32,52,Artist_deduced
13678,love the drop in this song raven link change feat | caver,27,37,WoA_deduced
13678,love the drop in this song raven link change feat | caver,38,44,Artist_deduced
13678,love the drop in this song raven link change feat | caver,52,57,Artist_deduced
13684,songs similar to i see you by kygo ft billy raffoul,17,26,WoA_deduced
13684,songs similar to i see you by kygo ft billy raffoul,30,34,Artist_deduced
13684,songs similar to i see you by kygo ft billy raffoul,37,51,Artist_deduced
13685,new music if i like sufjan beach house radiohead talking heads car seat headrest and the strokes,20,38,Artist_deduced
13685,new music if i like sufjan beach house radiohead talking heads car seat headrest and the strokes,39,48,Artist_deduced
13685,new music if i like sufjan beach house radiohead talking heads car seat headrest and the strokes,49,62,Artist_deduced
13685,new music if i like sufjan beach house radiohead talking heads car seat headrest and the strokes,63,80,Artist_deduced
13685,new music if i like sufjan beach house radiohead talking heads car seat headrest and the strokes,85,96,Artist_deduced
13686,looking for something like dragons dogma into free dangan,27,57,WoA_deduced
13689,searching for epic songs with vocals | like starlight brigade or rise or live to win,44,61,WoA_deduced
13689,searching for epic songs with vocals | like starlight brigade or rise or live to win,65,69,WoA_deduced
13689,searching for epic songs with vocals | like starlight brigade or rise or live to win,73,84,WoA_deduced
13691,came across dulce by flofilz looking for similar vibes,12,17,WoA_deduced
13691,came across dulce by flofilz looking for similar vibes,21,28,Artist_deduced
13694,looking for music that has a pause before the drop similar to zhu&nero dreams,62,65,Artist_deduced
13694,looking for music that has a pause before the drop similar to zhu&nero dreams,66,70,Artist_known
13694,looking for music that has a pause before the drop similar to zhu&nero dreams,71,77,WoA_deduced
13695,songs in same style as goodbye love by car seat headrest,23,35,WoA_deduced
13695,songs in same style as goodbye love by car seat headrest,39,56,Artist_deduced
13696,suggest any emo punk bands like snowing or just friends,32,39,Artist_deduced
13696,suggest any emo punk bands like snowing or just friends,42,55,Artist_deduced
13698,more songs like act your age by bliss n eso | specifically like the upbeat lighthearted nature of the song its oddly motivating for me,16,28,WoA_deduced
13698,more songs like act your age by bliss n eso | specifically like the upbeat lighthearted nature of the song its oddly motivating for me,32,43,Artist_deduced
13700,song like glisten interlude jeremy zucker,10,27,WoA_deduced
13700,song like glisten interlude jeremy zucker,28,41,Artist_deduced
13710,albums like j dillas donuts,12,27,WoA_deduced
13711,music similar to glass animals,17,30,Artist_deduced
13713,a couple of requests anything that sounds like rise against and some good modern punk that actually sounds different and not ironically really unoriginal,47,59,Artist_deduced
13717,looking for things like dream koala that dont degenerate into a single sound for the length of the song,24,35,Artist_deduced
13718,songs similar to deer creek canyon by sera cahoone,16,34,WoA_deduced
13718,songs similar to deer creek canyon by sera cahoone,38,50,Artist_deduced
13719,anything that resembles gunship and the midnight,24,48,Artist_deduced
13721,folky country songs like fleetwood mac the chain & crosby stills and nash helplessly hoping,25,38,Artist_known
13721,folky country songs like fleetwood mac the chain & crosby stills and nash helplessly hoping,39,48,WoA_known
13721,folky country songs like fleetwood mac the chain & crosby stills and nash helplessly hoping,51,64,Artist_deduced
13721,folky country songs like fleetwood mac the chain & crosby stills and nash helplessly hoping,69,73,Artist_deduced
13721,folky country songs like fleetwood mac the chain & crosby stills and nash helplessly hoping,74,91,WoA_deduced
13727,music that sounds like weezers pinkerton album,23,30,Artist_deduced
13727,music that sounds like weezers pinkerton album,31,40,WoA_deduced
13730,something like better days by desso,15,26,WoA_deduced
13730,something like better days by desso,30,35,Artist_deduced
13732,looking for artists songs with a similar style vibe to grandsons stuff,55,70,Artist_deduced
13736,stuff like crywank,11,18,Artist_deduced
13738,artists similar to still woozy,19,30,Artist_deduced
13739,songs like kiss from a rose,11,27,WoA_deduced
13742,similar to bonnie prince billys cover of rubin and cherise,11,31,Artist_deduced
13742,similar to bonnie prince billys cover of rubin and cherise,41,58,WoA_deduced
13744,im looking for songs similar to dont get any closer by eluvium,32,51,WoA_deduced
13744,im looking for songs similar to dont get any closer by eluvium,55,62,Artist_deduced
13746,brothers keeper by anderson paak,0,15,WoA_deduced
13746,brothers keeper by anderson paak,19,32,Artist_known
13748,looking for something similar to buttercup jack stauber,33,42,WoA_deduced
13748,looking for something similar to buttercup jack stauber,43,55,Artist_deduced
13749,music like mighty,11,17,Artist_deduced
13751,music similar to the soundtrack of the movie coco,45,49,WoA_deduced
13754,hip hop funk psychedelic music like el michels affair,36,53,Artist_known
13755,twangy jazzy 50s 60s guitar like you hear in a david lynch movie,47,59,Artist_deduced
13756,hit the road jack,0,17,WoA_known
13757,bubblegum kpop songs like love shake by minx,26,36,WoA_deduced
13757,bubblegum kpop songs like love shake by minx,40,44,Artist_deduced
13759,adeyeme all day,8,15,WoA_deduced
13759,adeyeme all day,0,7,Artist_deduced
13761,looking for more bands like novos baianos,28,41,Artist_deduced
13763,songs like veridis quo by daft punk | baroque synth,11,22,WoA_known
13763,songs like veridis quo by daft punk | baroque synth,25,35,Artist_known
13764,looking for something similar to the vocals with this one | its groovy as hell,60,78,WoA_deduced
13765,any similar songs to george jeff jaden smith | specifically the beat,21,32,Artist_deduced
13765,any similar songs to george jeff jaden smith | specifically the beat,33,44,WoA_deduced
13767,similar singing style vibe of use me and down in mexico,30,36,WoA_deduced
13767,similar singing style vibe of use me and down in mexico,41,55,WoA_deduced
13768,so long see you tomorrow bombay bicycle club any songs similar to this one,0,24,WoA_deduced
13768,so long see you tomorrow bombay bicycle club any songs similar to this one,25,44,Artist_deduced
13775,haley smalls voodoo doll,0,12,Artist_deduced
13775,haley smalls voodoo doll,13,24,WoA_deduced
13779,something similar to college & electric youth a real hero | drive original movie soundtrack,60,65,WoA_deduced
13779,something similar to college & electric youth a real hero | drive original movie soundtrack,21,28,Artist_deduced
13779,something similar to college & electric youth a real hero | drive original movie soundtrack,31,45,Artist_deduced
13779,something similar to college & electric youth a real hero | drive original movie soundtrack,46,57,WoA_deduced
13783,looking for music or the genre of music of artists like data she kid velo sebastian,56,68,Artist_deduced
13783,looking for music or the genre of music of artists like data she kid velo sebastian,69,83,Artist_deduced
13784,stuff like the song the magnificent seven by the clash,19,41,WoA_deduced
13784,stuff like the song the magnificent seven by the clash,45,54,Artist_known
13787,song similar in feeling and vibe than grateful dead,38,51,WoA_deduced
13789,electronic music similar to fischerspooner flume or hermitude,28,42,Artist_deduced
13789,electronic music similar to fischerspooner flume or hermitude,43,48,Artist_known
13789,electronic music similar to fischerspooner flume or hermitude,52,61,Artist_deduced
13790,anthony russo yew nork,0,13,Artist_deduced
13791,similar to grizzly bear will calls | diplo remix,11,23,Artist_known
13791,similar to grizzly bear will calls | diplo remix,24,34,WoA_deduced
13791,similar to grizzly bear will calls | diplo remix,37,42,Artist_deduced
13793,what would you reccommend probably from timberlake if i liked the snl trilogy | dick in a box,40,50,Artist_known
13793,what would you reccommend probably from timberlake if i liked the snl trilogy | dick in a box,62,77,Artist_or_WoA_deduced
13793,what would you reccommend probably from timberlake if i liked the snl trilogy | dick in a box,80,93,Artist_or_WoA_deduced
13794,bands that are like dance gavin dance but without the screaming | i love the melodic guitar and the singing but the screaming is a bit much sometimes,20,37,Artist_deduced
13796,looking for music similar to bishops knife trick fall out boy and blue side jhope,29,48,Artist_or_WoA_deduced
13796,looking for music similar to bishops knife trick fall out boy and blue side jhope,49,61,Artist_or_WoA_deduced
13796,looking for music similar to bishops knife trick fall out boy and blue side jhope,66,75,Artist_or_WoA_deduced
13796,looking for music similar to bishops knife trick fall out boy and blue side jhope,76,81,Artist_or_WoA_deduced
13797,songs artists like the intro to stranger things,32,47,WoA_known
13801,really chill trap like hangover from dynoro,23,31,WoA_deduced
13801,really chill trap like hangover from dynoro,37,43,Artist_deduced
13802,anyone similar to johnny flynn | i particularly enjoy hard road by him,18,30,Artist_deduced
13803,frank zappa little feat music suggestions for my dad,0,11,Artist_known
13803,frank zappa little feat music suggestions for my dad,12,23,WoA_deduced
13804,new album slab city,10,19,Artist_or_WoA_deduced
13805,songs similar to bowsprit by balmorhea,17,25,WoA_deduced
13805,songs similar to bowsprit by balmorhea,29,38,Artist_deduced
13809,suave youngin neon clothes,0,13,Artist_or_WoA_deduced
13809,suave youngin neon clothes,14,26,Artist_or_WoA_deduced
13814,looking for songs with a sensual vibe or a classic noir feeling like générique by miles davis,69,78,WoA_deduced
13814,looking for songs with a sensual vibe or a classic noir feeling like générique by miles davis,82,93,Artist_known
13816,oloff sun rays,0,5,Artist_or_WoA_deduced
13816,oloff sun rays,6,14,Artist_or_WoA_deduced
13819,these songs are not that well known but what are some american artists or songs that are similar to colde sunflower colde shh offonoff dance,100,105,Artist_deduced
13819,these songs are not that well known but what are some american artists or songs that are similar to colde sunflower colde shh offonoff dance,106,115,WoA_deduced
13819,these songs are not that well known but what are some american artists or songs that are similar to colde sunflower colde shh offonoff dance,116,121,Artist_deduced
13819,these songs are not that well known but what are some american artists or songs that are similar to colde sunflower colde shh offonoff dance,122,140,WoA_deduced
13822,hardest geometry problem in the world mark mothersbaugh similar songs,0,37,WoA_deduced
13822,hardest geometry problem in the world mark mothersbaugh similar songs,38,55,Artist_deduced
13826,nghtmre street | anar remix,0,14,WoA_deduced
13826,nghtmre street | anar remix,17,21,Artist_deduced
13833,music artists similar to nujabes atlas etc,25,38,Artist_deduced
13836,70s rnb jazz blues | gsh gaye etc,21,24,Artist_deduced
13836,70s rnb jazz blues | gsh gaye etc,25,29,Artist_known
13837,irish hip hop cloud 404 9life 2020,20,23,Artist_deduced
13837,irish hip hop cloud 404 9life 2020,24,29,Artist_deduced
13840,looking for bass heavy synth soundscapes ambient like zimmers blade runner 2049 score,54,61,Artist_deduced
13840,looking for bass heavy synth soundscapes ambient like zimmers blade runner 2049 score,62,79,WoA_deduced
13841,anything simmilar to the llamas with hats outro,25,41,WoA_deduced
13843,music like parquet courts,11,25,Artist_deduced
13844,finally got into bon iver and iron & wine what are some other similar artists,17,25,Artist_deduced
13844,finally got into bon iver and iron & wine what are some other similar artists,30,41,Artist_deduced
13851,any artists similar to tally hall or miracle musical | its getting repetitive listening to the songs on repeat,23,33,Artist_deduced
13851,any artists similar to tally hall or miracle musical | its getting repetitive listening to the songs on repeat,37,52,Artist_deduced
13852,something similar to system of a down,21,37,Artist_known
13853,looking for similar tracks to amon tobin & kid koala untitled,30,40,Artist_deduced
13853,looking for similar tracks to amon tobin & kid koala untitled,43,52,Artist_deduced
13853,looking for similar tracks to amon tobin & kid koala untitled,53,61,WoA_deduced
13856,code orange dreams in inertia i like code orange alright but i really want to find more melodic stuff like this song in particular | almost like shoegazey metal,0,11,Artist_deduced
13856,code orange dreams in inertia i like code orange alright but i really want to find more melodic stuff like this song in particular | almost like shoegazey metal,12,29,WoA_deduced
13856,code orange dreams in inertia i like code orange alright but i really want to find more melodic stuff like this song in particular | almost like shoegazey metal,37,48,Artist_deduced
13863,cottie stewards,0,15,Artist_or_WoA_deduced
13865,any artists songs similar to the sounds of eden blackbear and gnash,42,58,Artist_deduced
13865,any artists songs similar to the sounds of eden blackbear and gnash,62,67,Artist_deduced
13867,suggestion for female lead bands with the same energy as the muffs tilt be your own pet the soviettes tweens dog party,57,71,Artist_deduced
13867,suggestion for female lead bands with the same energy as the muffs tilt be your own pet the soviettes tweens dog party,72,88,WoA_deduced
13867,suggestion for female lead bands with the same energy as the muffs tilt be your own pet the soviettes tweens dog party,88,108,Artist_deduced
13867,suggestion for female lead bands with the same energy as the muffs tilt be your own pet the soviettes tweens dog party,109,118,WoA_deduced
13869,similar to ach so gern,11,14,Artist_or_WoA_deduced
13869,similar to ach so gern,15,22,Artist_or_WoA_deduced
13871,looking for songs similar to kid rocks greatest show on earth,29,38,Artist_deduced
13871,looking for songs similar to kid rocks greatest show on earth,39,61,WoA_deduced
13874,beret ojalá,0,11,Artist_or_WoA_deduced
13876,song similar to airport bar by noah,16,27,WoA_deduced
13876,song similar to airport bar by noah,31,35,Artist_deduced
13877,songs bands like sweet,17,22,Artist_or_WoA_deduced
13880,artists like smino sudan archives fjk jessie reyez or tash sultana,13,18,Artist_deduced
13880,artists like smino sudan archives fjk jessie reyez or tash sultana,19,34,Artist_known
13880,artists like smino sudan archives fjk jessie reyez or tash sultana,34,37,Artist_deduced
13880,artists like smino sudan archives fjk jessie reyez or tash sultana,37,50,Artist_deduced
13880,artists like smino sudan archives fjk jessie reyez or tash sultana,54,66,Artist_deduced
13889,looking for something similar to an awesome wave by alt j,33,48,WoA_deduced
13889,looking for something similar to an awesome wave by alt j,52,57,Artist_known
13893,looking for something like the punk refrain in this song,27,43,Artist_deduced
13893,looking for something like the punk refrain in this song,44,56,WoA_deduced
13897,songs similar to i love you like a alcoholic tax payers,17,34,WoA_deduced
13897,songs similar to i love you like a alcoholic tax payers,35,55,Artist_deduced
13898,im addicted to this song is not about a girl by flume & chet faker | what else would i like,24,44,WoA_deduced
13898,im addicted to this song is not about a girl by flume & chet faker | what else would i like,48,53,Artist_deduced
13898,im addicted to this song is not about a girl by flume & chet faker | what else would i like,56,66,Artist_deduced
13899,looking for music that is similar to the soundtrack in little known game automachef,73,83,WoA_deduced
13901,some music like the one in guardians of the galaxy,27,50,WoA_deduced
13906,songs like the black keys i got mine | just some good old fashioned f u rock n roll,15,25,Artist_or_WoA_deduced
13906,songs like the black keys i got mine | just some good old fashioned f u rock n roll,26,36,Artist_or_WoA_deduced
13907,trying to find an album like solitude standing by suzanne vega my favorite album since age 7,29,46,Artist_or_WoA_deduced
